Pathway,RHL3145,RHL3151,RHL3153,RHL3513,RHL3538,RHL3539,RHL3540,RHL3541,RHL3542,RHL3545,RHL3546,RHL3547,RHL3548,RHL3549,RHL3552,RHL3553,RHL3554,RHL3555,RHL3556,RHL3559,RHL3560,RHL3561,RHL3563,RHL3565,RHL3566,RHL3572,RHL3573,RHL3574,RHL3577,RHL3578,RHL3579,RHL3580,RHL3581,RHL3871,RHL3872,RHL3873,RHL3874,RHL3875,RHL3946,RHL3947,RHL3948,RHL3949,RHL3950,RHL3951,RHL3952,RHL3953,RHL3954,RHL3955,RHL4237,RHL4238,RHL4239,RHL4240,RHL4241,RHL4242,RHL4243,RHL4246,RHL4247,RHL4248,RHL4251,RHL4252,RHL4253,RHL4254,RHL4255,RHL4256,RHL4257,RHL4262,RHL4263,RHL4264,RHL4265,RHL4274,RHL4275,RHL4276,RHL4277,RHL4279,RHL4280,RHL4281,RHL4282,RHL4283,RHL4413,RHL4414,RHL4415,RHL4416,RHL4419,RHL4420,RHL4421,RHL4422,RHL4423,RHL4424,RHL4425,RHL4426,RHL4427,RHL4432,RHL4433,RHL4434,RHL4465,RHL4466,RHL4468,RHL4469,RHL4470,RHL4471,RHL4472,RHL4473,RHL4474
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,0.001170107,0.391179625,-0.397992193,-0.189614273,-0.376443186,-0.308901377,-0.5113093,-0.211402735,-0.156073024,-0.494298646,-0.415815821,-0.519162573,-0.319549994,-0.458921752,0.070060059,0.201349714,0.059421862,0.008368457,0.020665827,0.293385704,0.358280464,0.250802683,0.157187621,0.09387358,-0.197552258,0.129563202,-0.041615309,0.108173215,0.146127993,0.010126101,0.158338466,0.180728486,0.098886404,-0.098621913,-0.053404594,-0.013093465,-0.269820566,-0.038730459,-0.175088522,-0.071192584,-0.342835745,-0.138227705,0.112753371,-0.327024097,-0.329509228,-0.053872448,-0.211701592,-0.014893071,-0.26638221,-0.166857382,0.324413394,0.257931549,-0.011226568,0.159094547,0.293855612,0.1217557,-0.147669708,-0.259606169,-0.170082827,0.176305205,0.226899068,0.257477808,0.10869851,-0.02292616,-0.045136333,0.401015247,0.266135423,0.337146475,0.141063143,-0.202802249,-0.141819921,-0.04856353,-0.108254782,-0.102237105,-0.165444152,0.009341035,0.070418907,0.444407741,-0.053201755,-0.272504832,-0.056758451,-0.057777502,0.391998762,0.353680546,-0.138558063,0.008651499,-0.232360092,0.309773103,0.202165282,0.219444282,0.372536578,0.088721773,0.095466152,0.400928229,0.084622653,-0.048158983,0.125992632,0.241403734,0.109968404,0.119436593,0.129761114,-0.051486301,0.15511851
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,0.284123483,0.518652952,-0.485185242,-0.070085133,-0.087294431,-0.198210611,-0.231812716,-0.068749146,-0.098303845,-0.472355195,-0.387602777,-0.430682405,-0.234728127,-0.470934424,-0.145954201,-0.067302101,-0.211270032,-0.247126901,-0.167246298,-0.007603392,0.286596721,0.071482597,-0.082147735,-0.151364808,-0.343285373,0.218911525,0.064623658,0.010321259,0.190967363,0.191091042,0.185929831,0.289792473,-0.127185998,-0.150399339,0.082539905,-0.02200687,-0.13599561,-0.007311903,0.085332455,0.038136725,-0.044636411,0.168280575,0.268028884,-0.220880325,-0.183661986,0.146640986,-0.095632897,0.153158916,-0.265323849,-0.316168525,0.216709892,0.302912198,0.100243236,0.012453947,0.287765757,0.115784174,-0.159013955,-0.331990214,-0.087245691,0.294220879,0.345664238,0.309158189,0.254547854,0.267880399,0.017125381,0.322901366,0.137590816,0.037755002,-0.047438474,-0.373576541,-0.052717372,-0.014361772,-0.135806008,-0.170738696,-0.305499024,-0.03650635,-0.199949826,0.363666957,-0.017856668,-0.209931449,-0.058733467,-0.139902995,0.336827316,0.306786897,0.118509344,0.225633516,0.106862001,-0.015672341,0.091489783,0.079219685,0.119058797,0.258820251,0.217357463,0.182580869,-0.083139009,0.114455888,0.361730668,0.393920709,0.237007169,0.109836566,0.044826265,-0.134586196,0.125763368
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,-0.108377434,-0.022379179,-0.159126324,0.100037428,0.053719086,-0.012250051,0.004941297,0.281597628,0.101118751,-0.134523324,0.095759614,-0.352104536,-0.160894814,-0.133880182,0.074911563,0.2662178,0.086540707,0.075579813,0.098773825,-0.198778029,-0.151204452,-0.123249622,-0.152549652,0.195341521,-0.024502341,0.203275887,0.072477405,0.2546545,0.189037953,0.026905978,0.00126241,-0.013376629,0.091818111,0.421796101,0.333786281,0.283337618,0.244213569,0.354629341,0.118029664,-0.074897621,0.183693273,-0.135345651,0.099669332,-0.073745492,0.276974124,-0.132522765,0.037380901,-0.066278634,-0.18976875,0.079744298,0.369564128,0.181444181,0.169162144,0.031155765,0.163472958,0.030428476,0.496457916,0.07151729,-0.23510471,0.075147329,0.05310164,0.058375238,0.115675483,-0.132761283,0.171968173,0.135048774,0.024695735,-0.065352622,-0.202124094,-0.097916512,-0.131114701,-0.117855335,-0.086786016,-0.060577401,0.094254472,-0.189648559,0.095066741,-0.429893878,-0.309814628,-0.340842877,-0.369748174,-0.278616109,-0.352973308,-0.422617531,0.018544584,0.20528294,0.173667706,-0.217170632,-0.246270404,-0.136694001,-0.240122574,0.104783178,0.113548758,-0.171904849,-0.04969313,0.103186576,0.449913995,0.12585528,-0.157403999,-0.014723457,-0.249431526,0.101267387,-0.370749676
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,-0.137611486,-0.040603901,-0.013781984,-0.020787717,-0.217227466,0.229201713,-0.100670366,-0.177422159,0.068793435,0.274927943,0.34545641,0.354787537,0.180173695,0.260265576,0.20214708,0.254049286,0.317185663,0.275574654,0.160023894,0.401599236,0.332927724,0.312457519,0.46222272,0.129821648,0.142044901,-0.35145281,0.071608942,-0.024342927,-0.110914904,-0.084916895,0.242005843,-0.010499154,0.355263151,0.342739003,0.276562492,0.437884312,0.361588823,0.335272489,-0.473652716,-0.379293263,-0.508762301,-0.30255712,-0.420344679,0.335017977,0.054026112,0.055505197,0.042455432,-0.140754151,-0.129115747,0.092585154,0.212312296,0.037101417,0.204389886,0.073168646,-0.082025841,0.031203459,0.230322706,0.366468354,-0.262355908,-0.160475408,-0.210200842,-0.324624765,-0.190317071,-0.136033353,-0.198888766,-0.136969752,-0.215768935,-0.242170664,-0.18485671,-0.282616993,-0.241273213,-0.391236012,-0.152755063,-0.414944124,-0.408358282,-0.386001938,0.212111148,0.377170882,0.318032805,0.308738889,0.062100538,-0.074954644,-0.257093608,-0.277324788,-0.154903937,0.072645533,-0.270839093,-0.138548471,-0.533704961,-0.492095761,-0.481278946,0.172898213,-0.027878444,0.204397974,-0.147190506,-0.241366599,0.062488767,-0.057828549,-0.218747214,-0.084576996,-0.563966391,-0.49461822,-0.381840275
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM,-0.526054289,-0.448562803,-0.467464699,0.460626875,0.465509911,0.524459117,0.547932863,0.388451269,0.418898172,-0.332179982,-0.652652067,-0.462194873,-0.651234995,-0.423714982,-0.060203395,-0.021539558,-0.043885709,-0.054902766,0.003275345,-0.316158263,-0.337734873,-0.236633649,-0.532683902,0.384531431,0.073038542,0.295557786,0.502413296,0.525140821,-0.156561298,-0.243231869,-0.306260656,-0.329884122,-0.640357296,0.441962727,0.467730433,0.501402755,0.446623702,0.481772198,-0.308933347,-0.025690093,-0.211929586,-0.088525333,0.01612481,0.586885672,0.292024023,0.224109033,0.630723839,-0.093819605,0.20105774,0.316830712,-0.36553834,-0.48262395,-0.034502779,-0.448568342,-0.052459604,0.134915279,0.279613095,-0.134903793,-0.092309268,0.011823048,-0.026274956,0.192748973,0.105594465,0.106454406,-0.342241507,-0.270939682,-0.536185064,-0.133647204,-0.346693605,-0.231443619,0.369247453,0.37258533,0.291936825,-0.526401282,-0.613686637,-0.217338939,-0.457526263,-0.149087484,-0.459158591,-0.269540537,-0.480716598,-0.663334695,-0.603528986,-0.629557934,0.551146301,0.672057796,0.601896162,0.262736419,0.397406203,0.411208948,-0.026479747,-0.453645134,-0.503809851,-0.05285969,-0.20361409,-0.176786746,0.523322049,0.069478973,-0.500708424,-0.235347575,-0.039793414,0.388067649,-0.051907294
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,-0.422480108,-0.212320704,0.137942836,0.358826727,-0.029193794,0.283701789,0.223791745,0.270659298,0.355325821,-0.138456677,0.130755381,-0.369933885,0.000180928,-0.181079551,0.223015041,0.295849296,0.205035176,0.050089425,0.090383671,0.449768713,0.27883604,0.336764081,0.400213255,-0.060284048,0.039459864,0.189408608,-0.044088694,-0.011634869,0.080322894,0.140984067,0.232101056,-0.028692836,0.15809329,0.542360148,0.546470828,0.558393658,0.51432527,0.559433267,-0.187447616,-0.070718283,-0.336233138,-0.152308399,-0.301076005,0.155066371,0.218103522,0.004864926,0.210028184,-0.013178557,-0.076465612,0.036456295,0.154199052,0.149270426,0.036243371,0.016203535,0.127132534,0.1831808,0.139471785,0.088230611,-0.478098342,-0.268102748,-0.101184738,-0.355587061,-0.099720224,-0.107953447,-0.158356519,-0.063094614,-0.129700433,-0.371097066,-0.287306276,0.134220508,0.117246078,-0.167078761,0.113713072,-0.171434612,-0.097238026,-0.235645897,-0.385412416,-0.586765355,-0.519124575,-0.431529246,-0.376162055,-0.423436888,-0.22500571,-0.258323643,-0.141792873,0.109313415,-0.0330885,0.21873683,0.229433502,0.311636383,0.314849891,-0.020480423,-0.035021513,-0.019203194,0.003845593,-0.306584207,0.345289321,-0.07484738,-0.15167963,-0.094917286,-0.285238856,0.007003294,-0.449744562
REACTOME_NICOTINATE_METABOLISM,-0.086721777,0.272204554,0.026966308,-0.063753709,0.13230506,0.123185334,0.09913556,-0.099397328,-0.156637452,0.067968377,0.076444368,0.171973113,0.080828802,-0.025500497,-0.0692654,0.007585687,0.085719864,0.017050016,0.09156934,-0.034182544,-0.003495682,-0.0326144,-0.023640731,0.106653814,0.065455206,0.162612875,0.060113446,0.085532947,0.163822771,0.013305406,0.274988523,0.226810817,0.172908133,-0.121887844,-0.076473232,-0.017985153,-0.066102969,-0.091548089,-0.283428229,-0.415491973,-0.295813732,-0.322392801,-0.241263122,0.306654619,-0.012429581,0.085896087,0.294983134,0.03076651,0.287184468,0.185797265,-0.250427277,-0.275208207,-0.226116347,-0.328507044,-0.236721877,-0.121028018,-0.087393391,-0.06430402,0.0045359,0.257006277,0.358198147,0.413547348,0.317254784,0.23247647,-0.122739027,-0.35904676,-0.307424588,-0.333318,-0.167759445,-0.066176183,0.029139147,0.15756192,0.080837788,-0.027091469,-0.169828541,0.2126681,-0.289935903,-0.077492689,0.011392763,0.080372575,0.145378059,0.079169844,-0.309286844,-0.320791968,-0.1219994,-0.266600725,-0.300633465,0.015788345,0.198611396,-0.021242142,0.015579774,0.301404044,0.363581897,0.140105217,0.083509025,0.126861475,0.169357393,0.010132218,0.142240959,0.079414392,-0.231325153,-0.087287495,-0.181000948
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,-0.083393362,0.074715348,-0.153520372,0.02630473,0.064030155,0.140149913,0.033132436,0.045118446,0.058956387,-0.014519357,0.053307829,-0.004144383,-0.040799495,-0.014105952,0.096571429,0.197623473,0.128125128,0.10762328,0.136615184,0.083543565,0.066647575,-0.037194478,-0.001061887,0.204335174,0.059331112,0.060276874,0.142024554,0.142693593,0.082498305,0.007078015,0.170697285,0.081361798,-0.037521917,0.213154008,0.204503063,0.225611683,0.185665563,0.201707815,-0.179892789,-0.268668216,-0.222085756,-0.1805722,-0.18516299,0.209261775,0.090969066,0.02589431,0.167894881,0.017816628,0.105423598,0.080600894,-0.107720393,-0.187551368,-0.117724847,-0.215155124,-0.141993825,-0.001570004,0.040776552,0.102100127,-0.13907122,0.072453342,0.08594801,0.08425502,0.131160319,0.065764098,-0.189463262,-0.22191434,-0.291457267,-0.258546572,-0.231466492,-0.147335176,0.024627959,0.059982169,0.032634006,-0.256971389,-0.244155385,-0.142766373,-0.21380923,-0.134021328,-0.131763732,-0.087319474,-0.148274772,-0.253050251,-0.342193327,-0.350774149,-0.027901403,0.078163705,-0.025373052,-0.023194817,-0.079578799,-0.138964956,-0.187756819,0.046344717,0.081170884,0.065282719,0.040299833,0.078986306,0.135875946,0.030666475,-0.085511573,-0.003035409,-0.201481323,0.014459718,-0.214280275
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,-0.025528761,0.111785473,-0.190838161,-0.002233143,-0.003197839,0.054027922,-0.030667954,0.054316636,0.077939762,-0.151905301,-0.055420391,-0.107256766,-0.045059152,-0.060320212,0.101598565,0.191158984,0.163363303,0.119862838,0.165301823,0.110513942,0.12974781,0.006780189,0.096234227,0.224002897,0.061580213,0.049080395,0.055539517,0.077123462,0.031583306,0.026617095,0.165892942,0.108780847,0.009158659,0.275960856,0.222363642,0.234469037,0.210441112,0.225031942,-0.096144178,-0.142013483,-0.165744668,-0.105197992,-0.102424751,0.034876289,0.016042779,-0.026043858,0.073449137,-0.067537612,-0.011854253,0.12374036,-0.014640072,-0.071259953,-0.065392206,-0.125289956,-0.08643199,0.133489303,0.033183276,0.12412285,-0.178860558,-0.015367469,0.016697355,0.00798783,0.039301305,0.053321068,-0.140086995,-0.136179375,-0.236957972,-0.223519855,-0.173907814,-0.091853298,0.049705323,0.129326935,0.062474228,-0.07137189,-0.130669073,-0.020298675,-0.141988553,-0.125908128,-0.130511219,-0.162579046,-0.137742959,-0.144055488,-0.261394615,-0.288250271,-0.039552173,4.8311E-05,-0.120785011,-0.087576624,-0.069535757,-0.06919531,-0.108399594,0.060244793,0.031496282,0.16193344,0.040628713,0.031278814,0.083287206,-0.014473009,-0.068981136,-0.000208295,-0.227611838,-0.038217565,-0.224132288
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,-0.053184711,-0.215351694,-0.467856688,-0.254850966,-0.08171684,-0.202851575,-0.148883496,-0.023149445,-0.02573991,-0.033209741,0.102985015,0.233499293,0.198883159,0.046941335,0.01980745,-0.209592295,-0.049746459,-0.089994547,-0.174129159,0.364568441,0.227166868,0.330372654,0.387024954,0.002556253,0.056491527,0.19140496,-0.103152065,-0.019220038,0.055043764,0.041197936,0.075813787,0.103375816,0.294095172,0.450811593,0.203518593,0.34169302,0.437710027,0.445278837,0.034549782,0.20793054,0.020088724,0.087120824,0.07127953,-0.119449323,0.007540173,0.126505622,0.027441034,-0.32796604,0.03844651,0.337794967,0.260048256,0.536220347,0.234393252,0.314486842,0.541982327,0.04681904,0.09518924,0.299759166,-0.504573986,-0.293131797,-0.193596204,-0.404051344,-0.417346619,-0.144649752,-0.303098394,-0.406634715,-0.323511793,-0.404210263,-0.455644914,-0.395594845,-0.369014009,-0.445495907,-0.458885559,-0.228662984,-0.004594545,-0.331012622,0.512509463,0.204311313,0.460828549,0.402543082,0.517607132,0.637621386,0.276645205,0.357115104,-0.220337793,-0.331307548,-0.389576852,0.078404341,0.121540821,0.358547494,0.362430884,0.241825417,-0.193520446,0.410656335,-0.137495628,-0.179897901,-0.437505374,-0.485692488,-0.365977878,-0.304717425,-0.365525453,-0.176235414,0.073392373
REACTOME_NICOTINAMIDE_SALVAGING,-0.033811971,0.374453521,0.037893318,0.088468078,0.143095716,0.259159821,0.111492017,0.005286177,-0.080649908,-0.047285976,0.037582133,0.174314733,0.214271512,-0.094176518,-0.065684033,-0.081859041,0.065532175,0.063655788,0.111065488,0.168782809,0.207347797,0.113902973,0.145595838,0.229731848,0.160033836,0.376017072,0.077479778,0.213641118,0.011750777,-0.200734604,0.04653368,0.109093342,0.140817405,0.033972206,0.0269901,0.18521696,0.078471032,0.101861143,-0.354238255,-0.37682802,-0.405015239,-0.316154837,-0.239871368,0.208645879,-0.10021612,-0.140361075,0.149641309,-0.139265807,0.279715065,-0.173108768,-0.362187329,-0.375832079,-0.436921466,-0.406139397,-0.397395493,-0.107250118,-0.093023427,-0.169949807,0.065000237,0.321685018,0.515152121,0.440886769,0.433068282,0.271991935,-0.269602371,-0.424912058,-0.49296036,-0.455377327,-0.358485108,-0.186164907,-0.076075966,0.080951563,-0.084217403,-0.126704177,-0.229432797,-0.033749081,-0.308802922,-0.008772353,0.024447473,0.102932994,0.114675141,0.010967515,-0.281276905,-0.077906704,0.027039446,-0.233127298,-0.359264437,0.034942917,0.241470531,0.049876777,0.013218493,0.480245138,0.480189278,0.257397754,0.085694429,0.02444602,0.099832673,-0.021937188,0.230743816,0.063442537,-0.03825433,0.165525842,0.018017706
REACTOME_SIGNALING_BY_NOTCH1,-0.129166309,-0.033000555,-0.067318233,0.180644823,0.289413279,0.267686488,0.087592508,0.240292274,0.196177223,0.161099974,0.156961034,0.122812686,0.140110329,0.044615144,-0.064415956,-0.12625683,-0.246133594,-0.144075195,-0.167120839,0.187136859,-0.135116047,0.252981634,-0.111086921,0.031293849,0.218627236,-0.053202106,-0.168824643,-0.176606518,0.080412495,-0.099335901,-0.057836358,-0.046146867,-0.103784071,-0.201405319,-0.10973481,-0.163688657,-0.096131585,-0.103797849,-0.034842396,0.130746711,-0.056723337,0.098785534,0.019110666,0.13490167,0.082645837,0.083536849,0.093297665,0.134442891,0.182112902,-0.006937885,-0.154251444,0.032057754,0.036786239,0.0314625,0.11560853,0.130046143,0.142658361,0.162064015,0.16452318,-0.221804101,-0.15649372,-0.214354751,-0.305765269,-0.099373731,-0.542766621,-0.181930404,-0.432987226,0.039474609,0.061314784,-0.138317001,-0.063404702,-0.135513936,-0.001233965,-0.401459694,-0.510696475,-0.28308776,0.090166669,0.338242421,0.228923796,0.229540437,0.257085701,0.004045977,0.181583956,0.217325113,0.047783699,-0.049611817,0.017869964,-0.089355634,-0.101131423,-0.008251167,0.107723782,-0.07298477,-0.185250859,0.115839393,-0.051141329,0.219656449,-0.072663317,-0.180982131,0.012844227,-0.123522971,0.07017969,-0.221538724,0.123825908
REACTOME_SIGNALING_BY_NOTCH2,-0.000267617,0.100004633,-0.197779354,0.017008544,-0.072399784,-0.061838718,-0.119499615,0.116757793,0.299212093,0.142685662,0.205208806,-0.08654797,0.157207148,0.156985546,0.068075784,0.021099983,-0.147276239,-0.016962499,-0.106939122,0.32297576,0.118224945,0.088431275,0.197076763,0.22504509,0.059850111,-0.010589521,-0.267220276,-0.25401884,-0.170419799,-0.186298169,-0.094556315,-0.244516055,0.198722331,-0.051816355,-0.002176014,-0.025825357,-0.023920878,0.045196232,0.043988567,0.000868355,0.075410497,0.201851002,-0.032209724,-0.067341489,-0.093847738,-0.02760932,-0.085954836,0.139460661,-0.052098651,0.053518121,0.031566626,0.335740282,-0.123834359,0.178102272,0.052759078,0.195614661,0.251086128,0.279283173,-0.063467559,-0.121901334,-0.089534435,-0.26306539,-0.166922577,-0.018016828,-0.520421402,-0.061912694,-0.402295631,0.105693672,0.008128294,0.012488669,-0.066986428,-0.017552376,0.161584677,-0.262313685,-0.437756484,-0.244366511,0.032842526,0.168139041,0.170505896,0.076827581,0.20030672,0.169629557,0.40289954,0.430189636,-0.311531622,-0.275825203,-0.274745981,-0.309925247,-0.240913036,-0.125320461,0.01044549,-0.085422005,-0.252034526,0.26687773,-0.011799479,0.109858172,-0.145948407,-0.383158557,0.032896442,-0.057122994,0.18157856,-0.099503428,0.159105205
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,-0.324486601,-0.300988509,-0.304037144,0.273583351,0.178447272,0.096177673,0.505755344,0.07063769,0.222960112,0.079891873,0.076593051,0.107776522,0.087139758,0.133078808,0.035146324,0.024202207,0.2401615,0.140894646,0.327500812,0.613168631,0.413276185,0.350861857,0.204624467,0.178999359,-0.103369987,0.333665086,0.142271491,0.27682181,-0.310307189,-0.471286211,-0.36967058,-0.208691186,-0.266758984,0.184555337,0.241892027,0.231472779,0.293529894,0.356429914,-0.066106638,0.024914621,-0.381743597,-0.278259116,-0.049150034,0.145348412,0.140050256,0.211279504,0.13631806,0.32081195,0.221629571,0.12694035,0.244618477,0.184733003,0.145150223,0.050359178,0.175684083,-0.107463094,0.198966383,-0.108993088,-0.251824518,-0.608154362,-0.442875303,-0.42177567,-0.478116846,-0.23382428,-0.69864611,-0.18359396,-0.538533679,-0.043858699,-0.120731316,-0.280840492,-0.145301475,-0.305589483,-0.074074692,-0.627969177,-0.517199074,-0.583913309,0.060446028,0.082527245,0.123643638,0.180706522,0.031928843,0.062005116,0.539374878,0.567841254,-0.193738997,-0.25699384,-0.187993276,-0.072538729,0.009430769,0.111411891,0.310237518,0.071137539,0.049568116,0.164550853,-0.144130553,-0.31113616,-0.259110778,-0.228445571,-0.241676214,-0.380635852,0.153805851,-0.03690021,0.652564528
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,0.405742386,0.253372883,-0.164212962,0.08601568,0.562862216,0.093462671,0.192839629,-0.077736657,0.0494199,0.459710105,0.473728144,0.610819543,0.406392346,0.418036886,-0.379242588,-0.514076803,-0.314136706,-0.447223632,-0.381251535,-0.176305887,-0.176199667,-0.266462615,-0.230522879,0.018131625,-0.203146613,0.113005535,-0.307345555,-0.170234855,-0.239796387,-0.241439846,-0.10793762,0.118440422,-0.4103225,-0.069664965,-0.129670082,-0.123286327,-0.138443761,-0.074817167,0.005282005,0.257434685,0.31182546,0.214566158,0.129340087,0.351053298,0.401545784,0.597255316,0.484630565,0.604451682,0.493507387,0.400227761,0.213216843,0.117022429,0.109099256,0.333877486,0.168050401,0.155501085,0.154017328,0.087808698,0.314534483,-0.455496856,-0.157344808,-0.42083941,-0.506903031,0.162126959,-0.71594367,0.015992895,-0.333573438,0.36962355,0.431054822,-0.601196278,-0.266787357,-0.483728176,-0.498460902,-0.566524129,-0.635877091,-0.548259673,0.322019747,0.656032344,0.592950321,0.345698082,0.154959471,0.340970431,0.472047822,0.31193103,0.208233089,0.249770245,0.125984304,-0.487134187,-0.322143163,-0.188379788,0.066945764,0.240419487,0.098802728,-0.197438218,-0.17545654,0.282907477,-0.383137868,-0.348466608,-0.087264627,-0.45119238,-0.377365731,-0.670962651,-0.039504488
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.312045822,0.278150048,-0.189501948,0.202739579,0.155820461,-0.087409219,-0.120850779,-0.029276108,0.11126438,-0.101279686,0.064826008,-0.038851901,-0.114402055,-0.181106554,-0.031134618,-0.033956504,-0.160848521,-0.09699831,-0.098103114,0.090068757,0.230172855,0.082902868,0.151006507,0.054232385,-0.204174047,0.184250542,-0.3235183,-0.233255246,0.031860154,-0.041704726,0.178071591,0.310621532,0.128308699,-0.202529962,-0.137159761,-0.213291073,-0.193233211,-0.195109933,-0.032419961,-0.14975547,0.022568479,0.069514887,-0.173196141,-0.050550111,0.346313279,0.477174255,0.137940609,0.312949046,-0.403112402,-0.364730601,0.031148402,0.120619809,-0.132375147,0.100982019,-0.013937214,-0.146221889,-0.207890666,-0.290051645,-0.065739112,-0.12608012,0.142318867,-0.028541694,-0.088692009,0.220656902,-0.49831387,-0.145142056,-0.45092536,0.060641564,-0.01756229,-0.172822304,0.083563476,-0.184673744,-0.010204421,-0.399199504,-0.43401054,-0.341491154,-0.061224628,0.381955952,0.112780358,0.110033306,0.119154446,-0.005486337,0.342401132,0.312625261,0.089321357,0.053070824,-0.059526567,-0.274513723,-0.057728786,0.27407759,0.352991795,0.113415893,0.135916431,0.441617129,-0.176212626,-0.063541233,-0.195434205,-0.023375294,0.027466242,-0.034651271,-0.04760301,-0.125393802,-0.023967595
